item_id,cat_id,dept_id,store_id,state_id,date,sell_price,forecast_sales,Recommendation
HOUSEHOLD_1_471,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.74,1.923675633855748,Reduce Stock
HOUSEHOLD_2_409,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.93,1.242238556104288,Reduce Stock
HOBBIES_1_122,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,1.77,1.498297346706034,Reduce Stock
HOUSEHOLD_2_327,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,2.98,0.1315934469350745,Reduce Stock
HOBBIES_1_057,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,4.88,1.280324732484252,Reduce Stock
FOODS_1_109,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.24,0.781618094389916,Reduce Stock
HOBBIES_1_218,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,10.58,0.1866948672295514,Reduce Stock
FOODS_3_136,FOODS,FOODS_3,CA_1,CA,2016-05-22,4.68,5.063546162390857,Increase Stock
HOBBIES_1_201,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,5.98,1.0716453612469317,Reduce Stock
HOBBIES_2_024,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,4.77,0.6839292194497226,Reduce Stock
FOODS_2_360,FOODS,FOODS_2,CA_1,CA,2016-05-22,0.94,12.969823126725142,Increase Stock
HOBBIES_1_370,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,0.48,5.373815105371398,Increase Stock
FOODS_3_650,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,1.496592020532436,Reduce Stock
HOBBIES_1_357,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,14.48,1.266572479508676,Reduce Stock
FOODS_3_662,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.5,0.8972577425971838,Reduce Stock
HOUSEHOLD_1_182,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,3.97,1.339844133129468,Reduce Stock
HOBBIES_2_084,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,5.97,0.1315934469350745,Reduce Stock
FOODS_3_499,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.56,11.670350205229838,Increase Stock
HOUSEHOLD_1_400,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,6.97,0.5503135378904122,Reduce Stock
HOUSEHOLD_1_485,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.97,1.0716453612469317,Reduce Stock
HOUSEHOLD_1_425,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,1.97,2.9463991979506567,Maintain Stock
FOODS_3_025,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.88,1.6027017902912333,Reduce Stock
HOUSEHOLD_2_486,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.97,0.4911734661113635,Reduce Stock
FOODS_3_017,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,0.3527581178930149,Reduce Stock
FOODS_3_042,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.68,3.597327893276468,Maintain Stock
HOUSEHOLD_1_417,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,5.48,0.4773406970043802,Reduce Stock
HOUSEHOLD_2_163,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,7.98,0.1315934469350745,Reduce Stock
FOODS_2_137,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.5,1.3162381759059174,Reduce Stock
FOODS_3_256,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.58,0.2966770996211011,Reduce Stock
FOODS_1_015,FOODS,FOODS_1,CA_1,CA,2016-05-22,3.48,4.484412619762308,Maintain Stock
FOODS_3_710,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,0.8276158231242154,Reduce Stock
HOBBIES_1_298,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.94,1.831933600881708,Reduce Stock
HOUSEHOLD_2_337,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,6.77,0.4163655377599481,Reduce Stock
FOODS_1_182,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.28,1.5223401705276085,Reduce Stock
HOUSEHOLD_2_502,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,8.86,0.2966688498697394,Reduce Stock
FOODS_1_031,FOODS,FOODS_1,CA_1,CA,2016-05-22,3.54,1.6449589722995963,Reduce Stock
FOODS_3_029,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.6,1.4127261724304558,Reduce Stock
HOBBIES_2_040,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,0.88,0.6019364580450166,Reduce Stock
HOBBIES_1_345,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,7.88,0.9597862278162032,Reduce Stock
FOODS_2_059,FOODS,FOODS_2,CA_1,CA,2016-05-22,5.98,2.0858249255251047,Maintain Stock
HOUSEHOLD_2_241,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.94,0.6597269949289984,Reduce Stock
FOODS_3_543,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.48,0.6367454243420043,Reduce Stock
FOODS_3_423,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,4.837010767659923,Maintain Stock
FOODS_2_198,FOODS,FOODS_2,CA_1,CA,2016-05-22,8.98,0.7518479736844544,Reduce Stock
FOODS_3_559,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.0,0.7518479736844544,Reduce Stock
HOUSEHOLD_2_102,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,2.48,1.9636978545466528,Reduce Stock
FOODS_3_720,FOODS,FOODS_3,CA_1,CA,2016-05-22,4.54,0.9566696637383588,Reduce Stock
HOUSEHOLD_1_495,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.74,1.863345519950778,Reduce Stock
HOUSEHOLD_2_025,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.47,0.7345690993010356,Reduce Stock
HOBBIES_1_058,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,9.47,0.4703216741563524,Reduce Stock
HOBBIES_2_054,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,3.97,0.3710783537124223,Reduce Stock
FOODS_2_346,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.38,5.358464568726652,Increase Stock
FOODS_3_808,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.0,0.1265948069398691,Reduce Stock
HOBBIES_1_287,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,5.76,0.9727135240934042,Reduce Stock
FOODS_3_529,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.98,1.0985684519325187,Reduce Stock
HOBBIES_1_121,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,1.12,0.6233028502998292,Reduce Stock
HOUSEHOLD_1_038,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,5.22,2.264880448976549,Maintain Stock
FOODS_3_397,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,0.2966770996211011,Reduce Stock
HOUSEHOLD_1_169,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.94,2.027695552713004,Maintain Stock
FOODS_2_288,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.5,0.9941130927422824,Reduce Stock
HOUSEHOLD_1_012,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,3.92,0.9680109674588616,Reduce Stock
FOODS_3_269,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.68,1.3437774295789329,Reduce Stock
HOUSEHOLD_2_012,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.78,0.2469335505456053,Reduce Stock
FOODS_1_032,FOODS,FOODS_1,CA_1,CA,2016-05-22,0.98,6.734373386215441,Increase Stock
HOUSEHOLD_2_485,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,6.97,0.6202431516209196,Reduce Stock
HOBBIES_1_200,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,7.88,0.5925416684308034,Reduce Stock
HOBBIES_1_274,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,9.88,0.453138472483656,Reduce Stock
FOODS_3_734,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.78,3.798325031886834,Maintain Stock
HOBBIES_1_076,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.43,0.729368914401967,Reduce Stock
HOBBIES_1_105,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,6.68,0.6564771469084886,Reduce Stock
HOBBIES_1_371,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,0.48,9.908172755726463,Increase Stock
FOODS_3_636,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.56,6.832025509791012,Increase Stock
HOUSEHOLD_2_384,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.84,0.953590954705372,Reduce Stock
FOODS_2_275,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.48,2.36118628207343,Maintain Stock
FOODS_3_735,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.0,0.9748499810758512,Reduce Stock
FOODS_2_197,FOODS,FOODS_2,CA_1,CA,2016-05-22,3.42,31.4971312483774,Increase Stock
HOUSEHOLD_1_321,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.97,1.731158169119479,Reduce Stock
HOUSEHOLD_1_011,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.63,1.4967255740531404,Reduce Stock
HOUSEHOLD_1_304,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.36,5.265908386530578,Increase Stock
FOODS_3_807,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,3.986022369071599,Maintain Stock
HOBBIES_1_353,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,1.08,8.5144929383435,Increase Stock
FOODS_1_206,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.23,3.540182994309576,Maintain Stock
HOUSEHOLD_2_313,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,1.97,2.232728967485009,Maintain Stock
FOODS_3_654,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.68,11.510444045798756,Increase Stock
HOUSEHOLD_1_481,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.94,1.9821014104855823,Reduce Stock
FOODS_3_790,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.48,1.2319226437247652,Reduce Stock
HOUSEHOLD_1_157,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.47,1.7761310248026128,Reduce Stock
FOODS_2_300,FOODS,FOODS_2,CA_1,CA,2016-05-22,5.92,0.7045866211451339,Reduce Stock
FOODS_3_281,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.25,14.261444153436228,Increase Stock
HOUSEHOLD_1_541,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,6.97,0.1177235177701507,Reduce Stock
FOODS_3_328,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.88,0.592549918182165,Reduce Stock
FOODS_3_560,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.88,3.2734334849646034,Maintain Stock
HOBBIES_2_023,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,0.97,0.3616129075600099,Reduce Stock
HOUSEHOLD_2_119,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.84,0.5469131540803096,Reduce Stock
FOODS_2_181,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.0,5.642974457051938,Increase Stock
HOUSEHOLD_1_109,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,3.97,1.6118813054254673,Reduce Stock
FOODS_3_164,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.94,0.8938125550193686,Reduce Stock
HOBBIES_1_214,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,9.88,0.1315934469350745,Reduce Stock
HOUSEHOLD_2_026,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.97,0.1315934469350745,Reduce Stock
FOODS_2_274,FOODS,FOODS_2,CA_1,CA,2016-05-22,6.98,2.072586573300213,Maintain Stock
HOUSEHOLD_2_103,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,1.97,0.1315934469350745,Reduce Stock
FOODS_3_794,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,1.942594801351213,Reduce Stock
HOUSEHOLD_1_276,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,17.97,0.3527498681416532,Reduce Stock
FOODS_2_356,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.5,1.5786580234142142,Reduce Stock
FOODS_3_119,FOODS,FOODS_3,CA_1,CA,2016-05-22,4.28,0.8922513677704621,Reduce Stock
HOBBIES_1_069,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,13.23,0.5958921009965159,Reduce Stock
FOODS_3_781,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.48,0.8827372520717567,Reduce Stock
HOBBIES_1_093,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,19.96,0.8115258470249058,Reduce Stock
FOODS_2_202,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.98,1.0862258217463765,Reduce Stock
FOODS_3_339,FOODS,FOODS_3,CA_1,CA,2016-05-22,0.8,6.868206431679338,Increase Stock
HOUSEHOLD_1_008,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,5.47,0.6080427679274464,Reduce Stock
FOODS_3_652,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.98,6.406795638832753,Increase Stock
FOODS_2_179,FOODS,FOODS_2,CA_1,CA,2016-05-22,4.97,0.547262734134639,Reduce Stock
HOUSEHOLD_2_121,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,1.97,0.1177235177701507,Reduce Stock
FOODS_2_271,FOODS,FOODS_2,CA_1,CA,2016-05-22,10.98,1.3694072463584253,Reduce Stock
HOUSEHOLD_2_029,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,10.43,0.4163655377599481,Reduce Stock
HOBBIES_1_271,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,5.77,0.1315934469350745,Reduce Stock
FOODS_3_737,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.48,0.3710866034637839,Reduce Stock
HOBBIES_1_053,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.97,0.1177235177701507,Reduce Stock
HOBBIES_1_126,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,9.58,1.7541975692137826,Reduce Stock
FOODS_3_015,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.78,1.81865514772794,Reduce Stock
HOUSEHOLD_1_427,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,5.96,0.1177235177701507,Reduce Stock
HOUSEHOLD_1_167,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.74,0.3522029884146656,Reduce Stock
FOODS_3_426,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,1.4127280893207377,Reduce Stock
HOBBIES_2_053,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,4.97,0.1177235177701507,Reduce Stock
HOUSEHOLD_2_098,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.47,0.1315934469350745,Reduce Stock
FOODS_3_530,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.68,3.886179297180983,Maintain Stock
HOUSEHOLD_1_098,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,7.98,0.5190772338568682,Reduce Stock
FOODS_3_811,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.88,13.104987078690828,Increase Stock
HOBBIES_1_301,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,6.24,1.5317915474885282,Reduce Stock
HOUSEHOLD_1_415,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,12.58,1.0551042419880543,Reduce Stock
FOODS_1_036,FOODS,FOODS_1,CA_1,CA,2016-05-22,1.78,2.8338379163120324,Maintain Stock
FOODS_3_633,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.88,1.2516874768464676,Reduce Stock
HOUSEHOLD_1_325,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,3.88,1.106315551869003,Reduce Stock
HOBBIES_1_374,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,17.48,1.5863887613653074,Reduce Stock
HOBBIES_1_103,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,0.7,1.8614668255155205,Reduce Stock
HOBBIES_1_078,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,12.78,1.533506477966148,Reduce Stock
HOBBIES_1_197,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,12.84,0.5627555838799206,Reduce Stock
HOBBIES_2_019,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,3.37,0.3527498681416532,Reduce Stock
FOODS_3_272,FOODS,FOODS_3,CA_1,CA,2016-05-22,9.98,0.1499301822572051,Reduce Stock
HOUSEHOLD_1_166,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.94,1.2758198842533146,Reduce Stock
FOODS_3_564,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.74,1.22438193940963,Reduce Stock
FOODS_3_325,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.56,2.1950542399061668,Maintain Stock
HOUSEHOLD_1_113,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,5.74,1.6588258653047394,Reduce Stock
FOODS_3_780,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,4.43768911196824,Maintain Stock
HOBBIES_1_229,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,6.47,0.1177235177701507,Reduce Stock
HOBBIES_1_355,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.94,1.1867710982766988,Reduce Stock
